Receive Date,Receive Type,Inmate Type,Gender,Race,Age,County,Offense Code,Offense,Offense Description,Sentence Date,Offense Date,Sentence (Years)
03/13/2020,NR-Prob-New Offense,ID,M,B,19,Williamson,48010020,Other,EVADING ARREST OR DETN W/VEH,04/10/2019,07/03/2018,3 Years
10/31/2019,NR-Prob-New Offense,ID,M,B,24,Tarrant,35990003,Drug,POSS WID CS 4-200G COCAINE,06/01/2018,01/21/2017,7 Years
08/03/2020,NR-Prob-New Offense,SJ,M,W,24,Hood,35990019,Drug,POSS CS <1G THC,05/12/2020,06/08/2018,17 to 18 Months
09/27/2019,NR-Prob-Tech Only,ID,M,H,19,Ector,35990015,Drug,POSS CONT SUB PG1 1-4G,06/19/2019,07/06/2018,5 Years
07/01/2020,NR-Prob-Tech Only,SJ,F,W,22,Uvalde,50130001,Other,UNAUTH ABS COMM CORR FACILITY,05/07/2020,06/20/2017,14 to 15 Months
12/20/2019,New Rcv,SJ,M,H,22,Bexar,22990001,Property,BURG BLDG-INTENT THEFT,12/02/2019,05/22/2019,6 Months & Less
08/04/2020,New Rcv,ID,M,W,36,Parker,11990015,Violent,CONT SEX ABUSE OF A YOUNG CHILD,03/17/2020,10/22/2018,Life w/o Parole
01/21/2020,New Rcv,SJ,M,W,29,Harris,35990014,Drug,POSS CS PG1<1G,01/13/2020,09/13/2019,9 to 10 Months
10/09/2019,NR-Prob-New Offense,ID,M,B,21,Ellis,48010020,Other,EVADING ARREST W/VEH,09/09/2019,12/18/2017,4 Years
10/24/2019,NR-Prob-New Offense,SJ,F,W,37,Moore,35990014,Drug,POSS C/S,07/08/2019,11/13/2014,17 to 18 Months
09/12/2019,New Rcv,ID,M,H,39,Travis,36010001,Violent,INDECENCY CHILD SEX CONT,08/12/2019,05/01/2017,10 Years
02/20/2020,NR-Prob Mod,SAFP,M,H,23,Dallas,13150011,Violent,AGG ASSAULT AGAINST PUB SERVANT,,10/13/2014,SAFPF
11/07/2019,NR-Prob-New Offense,SJ,M,B,21,Johnson,35990014,Drug,POSS CS PG1 <1G,12/21/2016,08/05/2016,8 to 9 Months
11/27/2019,New Rcv,SJ,M,H,26,Hidalgo,35990014,Drug,POSS CS PG1<1G,11/13/2019,08/04/2019,6 Months & Less
10/31/2019,New Rcv,ID,M,H,27,Denton,35990002,Drug,POSS CONT SUBS WID,09/27/2019,03/22/2019,2 Years & Less
03/27/2020,New Rcv,SJ,M,B,21,Brazoria,22990001,Property,BURG BLDG,02/20/2020,06/27/2019,10 to 11 Months
02/20/2020,New Rcv,ID,M,H,22,Harris,22990002,Property,BURG HABIT,02/04/2020,03/12/2019,3 Years
10/07/2019,NR-Prob Mod,SAFP,M,O,37,Navarro,13990076,Violent,ASSAULT FAM/HOUSE MEM IMPEDE BRE,,01/15/2018,SAFPF
12/16/2019,New Rcv,ID,M,W,30,Coryell,13150005,Violent,AGG ASLT W/DWPN,11/06/2019,10/02/2018,11 to 15 Years
03/03/2020,NR-Prob-New Offense,SJ,F,W,39,Harrison,22990001,Property,BURG BLDG,02/26/2020,08/02/2018,6 Months & Less
03/09/2020,New Rcv,ID,M,H,24,Dallas,35990002,Drug,MAN WID CS COCAINE 1G,02/06/2020,11/10/2018,2 Years & Less
03/16/2020,New Rcv,ID,M,W,62,Houston,23990013,Property,THEFT L/$200K,02/14/2020,03/31/2014,21 to 25 Years
07/17/2020,New Rcv,ID,M,W,19,Harris,12990001,Violent,ROBBERY THREATS,03/23/2020,05/02/2019,2 Years & Less
09/12/2019,New Rcv,SJ,M,H,42,Tarrant,35990014,Drug,POSS C/S<1G; COCAINE,08/23/2019,05/24/2019,6 to 7 Months
09/17/2019,NR-Prob-New Offense,ID,M,B,41,Dallas,13150005,Violent,AGG ASLT W/DWPN,08/02/2019,10/15/2014,2 Years & Less
01/22/2020,New Rcv,ID,M,W,19,Tarrant,50990041,Other,OBSTRUCTION/RETALIATION,01/03/2020,12/09/2019,2 Years & Less
07/14/2020,NR-Prob-New Offense,ID,M,B,31,Montgomery,13990075,Violent,ASLT CAUSES BOD INJ FAM ENH,03/05/2020,07/03/2017,4 Years
03/04/2020,New Rcv,ID,M,B,39,Franklin,54040011,Other,DWI 3RD OR MORE,11/01/2019,11/21/2018,4 Years
08/14/2020,New Rcv,ID,M,W,23,Angelina,35990014,Drug,POSS CONT SUB PG1 L/1G,03/04/2020,10/27/2018,8 Years
08/17/2020,NR-Prob-New Offense,SJ,M,W,18,Grayson,49990002,Other,ATT COMMIT ESCAPE W/ARR/CONF FEL,02/14/2019,09/14/2018,23 to 24 Months & More
03/10/2020,New Rcv,SJ,F,W,24,Harris,24110003,Property,UUV,02/27/2020,12/27/2019,7 to 8 Months
01/03/2020,NR-Prob-New Offense,SJ,M,B,22,Dallas,35990014,Drug,POSS C/S,12/17/2019,04/07/2017,23 to 24 Months & More
03/18/2020,NR-Prob Mod,SAFP,M,W,21,Brown,48040003,Other,TAMPER/FABRICATE PHYS EVID W/INT,,07/25/2017,SAFPF
01/02/2020,New Rcv,SJ,M,B,21,Grimes,23990180,Property,THEFT PROP>2500<30K,12/19/2019,08/23/2019,9 to 10 Months
10/16/2019,New Rcv,ID,M,B,22,Dallas,13150004,Violent,AGG ASLT/SBI,08/21/2019,11/12/2018,2 Years & Less
01/14/2020,NR-Prob-Tech Only,ID,M,B,24,Hall,22990002,Property,BURG HABIT,07/31/2017,10/17/2014,5 Years
09/05/2019,New Rcv,ID,M,W,44,Denton,36010005,Violent,INDECENCY W/CHILD,07/18/2019,08/04/2018,5 Years
10/17/2019,NR-Prob-Tech Only,SJ,M,B,19,Harris,23990194,Property,THEFT>=2500<30K,10/10/2019,12/26/2018,8 to 9 Months
10/16/2019,NR-UpFront,SJ,F,W,30,Jefferson,35990014,Drug,POSS CS,05/13/2019,06/27/2018,6 Months & Less
08/18/2020,New Rcv,ID,M,W,27,Ellis,52120009,Other,UNL POSS FIREARM BY FELON,05/11/2020,12/15/2019,6 Years
02/04/2020,New Rcv,ID,F,W,33,Gregg,35990015,Drug,POSS CONT SUB PG1 1-4G,01/08/2020,05/23/2019,3 Years
10/29/2019,New Rcv,ID,M,H,24,Randall,13990043,Violent,INJURY CHILD/ELD/DISABL W/INT BI,10/01/2019,11/16/2018,3 Years
12/12/2019,New Rcv,ID,M,W,33,Bexar,22990003,Property,BURG HABIT INT COMMIT FEL-FOR,11/06/2019,11/25/2017,11 to 15 Years
01/23/2020,New Rcv,ID,F,H,42,McLennan,35990015,Drug,POSS CS METH,01/06/2020,05/01/2018,5 Years
09/06/2019,New Rcv,ID,M,B,20,Travis,12990002,Violent,AGG ROBBERY,08/01/2019,05/07/2018,10 Years
07/22/2020,NR-Prob-New Offense,SJ,F,H,33,Deaf Smith,38060021,Other,ENDANGERING A CHILD,08/08/2019,10/25/2018,19 to 20 Months
10/18/2019,New Rcv,ID,M,H,29,Medina,35990016,Drug,POSS CONT SUB PG1 4-200G,08/21/2019,05/12/2017,7 Years
12/13/2019,NR-Prob-Tech Only,SJ,M,W,26,Dallas,35990014,Drug,POSS C/S; METH,11/19/2019,05/05/2019,6 Months & Less
12/19/2019,New Rcv,ID,M,B,23,Dallas,12990002,Violent,AGG ROBBERY,11/26/2019,02/02/2017,5 Years
01/03/2020,New Rcv,ID,M,H,23,Harris,13990075,Violent,ASLT FAM HSE MEM PRE,12/02/2019,10/16/2019,5 Years
02/13/2020,NR-Prob-Tech Only,SJ,F,W,27,Ellis,23990004,Property,THEFT PROP 1500-20K,03/07/2017,12/15/2014,13 to 14 Months
09/18/2019,NR-Prob-New Offense,ID,M,H,21,Cameron,22990002,Property,BURG HABIT,06/28/2017,09/01/2015,5 Years
01/16/2020,NR-Prob-New Offense,ID,F,H,23,El Paso,48040003,Other,TAMP/FAB PHYS EVID WIT IMPAIR,12/12/2019,05/11/2016,2 Years & Less
12/23/2019,NR-Prob-New Offense,SJ,F,W,39,Ellis,35990014,Drug,POSS CS,11/22/2019,12/19/2017,11 to 12 Months
01/29/2020,New Rcv,ID,M,H,23,Harris,13150005,Violent,AGG ASLT DW,01/14/2020,07/01/2019,6 Years
12/16/2019,New Rcv,ID,M,B,18,Montgomery,09990030,Violent,MURDER,11/19/2019,07/20/2017,31 to 40 Years
02/10/2020,New Rcv,ID,M,W,28,Tarrant,12990001,Violent,ROBBERY CAUSING BODILY INJ,01/17/2020,09/14/2019,3 Years
02/18/2020,NR-Prob-Tech Only,ID,M,B,22,Fort Bend,22990002,Property,BURG HABIT,01/22/2020,04/13/2016,2 Years & Less
03/05/2020,Parole Rvk-New Offense,ID,M,B,23,Bexar,22990002,Property,BURG HABIT-FORCE,11/17/2017,10/23/2014,3 Years
12/16/2019,New Rcv,ID,M,H,18,Montgomery,35990016,Drug,POSS CONT SUBS,11/21/2019,09/01/2019,4 Years
01/29/2020,NR-Prob-New Offense,ID,F,W,26,Limestone,73991005,Other,ENG IN ORG CRIM ACT,07/20/2017,08/02/2014,7 Years
03/20/2020,NR-Prob-New Offense,ID,M,W,23,Van Zandt,22990002,Property,BURG HABIT,11/20/2018,03/13/2016,3 Years
09/09/2019,NR-Prob-Tech Only,ID,M,B,20,Jones,35990231,Drug,POSS CONT SUB METH IN DFZ,10/10/2017,08/29/2017,3 Years
10/09/2019,NR-Prob-Tech Only,ID,M,H,23,Harris,35990021,Drug,POSS CONT SUB PG2 4-400G,09/24/2019,01/11/2016,2 Years & Less
02/26/2020,NR-Prob Mod,SAFP,M,W,29,Bowie,35990014,Drug,POSS CS PG 1 <1G,,05/07/2017,SAFPF
01/09/2020,New Rcv,ID,M,B,23,Harris,12990002,Violent,AGG ROBBERY DW,12/12/2019,12/26/2018,6 Years
01/29/2020,New Rcv,ID,M,B,22,Jefferson,13150005,Violent,AGG ASLT,12/16/2019,08/19/2018,21 to 25 Years
08/05/2020,NR-Prob-Tech Only,SJ,F,H,29,Harris,23990196,Property,"THEFT >=2,500 <30,000",04/29/2020,05/03/2019,14 to 15 Months
09/09/2019,New Rcv,ID,M,B,22,Fort Bend,09990030,Violent,MURDER,08/13/2019,01/20/2018,60 Years +
09/30/2019,NR-Prob Mod,SAFP,F,B,27,Fort Bend,13990031,Violent,,,,SAFPF
02/27/2020,New Rcv,ID,M,W,29,Walker,22990001,Property,BURG BLDG,01/21/2020,01/27/2019,5 Years
02/07/2020,New Rcv,ID,F,W,32,Wichita,12990001,Violent,ROBBERY,01/16/2020,06/19/2019,2 Years & Less
01/09/2020,NR-Prob-Tech Only,ID,M,B,20,Harris,50990041,Other,RETALIATION,12/17/2019,03/20/2018,3 Years
09/04/2019,New Rcv,ID,M,B,18,McLennan,13990063,Violent,ASLT PUB SERVANT,07/29/2019,11/24/2018,4 Years
03/13/2020,NR-Prob-New Offense,SJ,M,H,22,Parker,23990196,Property,"THFT PROP <$2,500 2/+ PREV CONV",02/07/2019,07/07/2018,14 to 15 Months
12/13/2019,New Rcv,ID,M,B,30,Walker,35990016,Drug,POSS CONT SUB PG1 4-200G,09/23/2019,01/11/2018,5 Years
08/31/2020,NR-Prob Mod,SAFP,F,H,21,Dallas,12990002,Violent,AGG ROBBERY,,03/17/2017,SAFPF
07/09/2020,New Rcv,ID,M,W,17,Brazoria,12990001,Violent,ROBBERY,03/25/2020,11/03/2019,8 Years
10/29/2019,New Rcv,ID,M,H,23,Randall,13150005,Violent,AGG ASLT W/DWPN,09/25/2019,03/18/2018,2 Years & Less
07/15/2020,Parole Rvk-New Offense,ID,F,W,35,Williamson,26040044,Property,FRAUD USE/POSS ID INFO 10-50 ITM,06/11/2018,10/31/2014,7 Years
02/13/2020,New Rcv,SJ,M,H,22,Tarrant,54040028,Other,DWI W/CHILD U/15 YOA,01/30/2020,09/21/2019,6 to 7 Months
09/05/2019,NR-Prob-Tech Only,SJ,M,H,23,Galveston,29990038,Property,CRIM MISCHIEF>=$1500<$20K,08/08/2019,05/16/2015,9 to 10 Months
12/12/2019,NR-Prob-New Offense,ID,M,B,46,Bexar,54040011,Other,DWI-3D/M,08/28/2019,02/02/2019,3 Years
03/10/2020,NR-Prob-New Offense,SJ,M,H,20,Ector,35990014,Drug,POSSESSION OF CS PG1<1G,11/17/2017,03/27/2017,13 to 14 Months
03/12/2020,New Rcv,SJ,M,W,19,Angelina,23990196,Property,THEFT,02/11/2020,05/10/2019,11 to 12 Months
01/14/2020,New Rcv,ID,M,H,33,Dallas,13150005,Violent,AGG ASLT DW,12/11/2019,01/11/2019,11 to 15 Years
03/24/2020,NR-Prob-Tech Only,SJ,M,W,28,Upshur,35990014,Drug,POSS CS PG1<1GR,08/27/2019,01/02/2017,21 to 22 Months
03/24/2020,NR-Prob-New Offense,ID,M,H,23,Deaf Smith,48010020,Other,FELONY EVADING,11/15/2017,10/18/2017,6 Years
03/11/2020,New Rcv,ID,F,H,26,Tarrant,09990030,Violent,MURDER LIO,02/18/2020,03/03/2018,26 to 30 Years
12/30/2019,NR-Prob-New Offense,ID,M,H,22,Aransas,11990002,Violent,SEX ASLT CHILD,11/13/2019,05/20/2016,5 Years
02/13/2020,New Rcv,SJ,M,B,50,Lubbock,23990196,Property,"THEFT U/$2,500 2/PRIORS",12/17/2019,02/13/2019,8 to 9 Months
11/05/2019,NR-Prob-New Offense,SJ,M,B,18,Harris,23990194,Property,THEFT>=2500<30K,10/29/2019,07/05/2018,8 to 9 Months
10/31/2019,New Rcv,ID,M,H,43,Dallas,36010005,Violent,INDECENCY W/CHILD SEX CONTACT,09/19/2019,06/10/2018,4 Years
01/23/2020,NR-Prob Mod,SAFP,F,W,25,Eastland,26050014,Property,CREDIT CARD OR DEBIT CARD ABUSE,,11/15/2018,SAFPF
02/18/2020,New Rcv,SJ,M,H,19,Collin,35990010,Drug,MAN DEL C/S PG3/4<28G,01/31/2020,01/13/2019,6 Months & Less
10/15/2019,New Rcv,ID,F,W,35,Smith,26040046,Property,FRAUD USE/POSS IDENT INFO <5 ELD,08/30/2019,01/13/2018,3 Years
10/08/2019,DMS Rvk-Tech Only,ID,F,W,24,Cooke,48990010,Other,HINDERING APPREHENSION OF FELON,01/24/2019,05/17/2018,2 Years & Less
08/13/2020,New Rcv,ID,F,W,44,Rockwall,35990016,Drug,POSS CONT SUB PG1 4-200G,06/23/2020,04/26/2020,3 Years
02/11/2020,NR-Prob-Tech Only,ID,M,H,25,Harris,35990002,Drug,MAN DEL CONT SUB 1-4G,01/23/2020,10/17/2018,3 Years
08/05/2020,New Rcv,ID,M,B,19,Dallas,12990002,Violent,AGG ROBBERY,03/06/2020,04/26/2019,5 Years
07/22/2020,NR-Prob-Tech Only,ID,F,B,27,Nacogdoches,22990002,Property,BURG HABIT,11/17/2017,10/27/2014,8 Years
11/05/2019,New Rcv,SJ,M,B,23,Tarrant,24110003,Property,UUMV,10/24/2019,09/19/2019,8 to 9 Months
07/06/2020,New Rcv,ID,M,B,27,Tarrant,36990007,Other,FAIL TO COMP W/SEX OFF REG REQ,03/16/2020,06/30/2019,2 Years & Less
11/05/2019,NR-Prob-Orig,SAFP,M,H,32,Bosque,22990003,Property,BURGLARY HABITATION INTEND OTHER,,06/17/2019,SAFPF
07/02/2020,New Rcv,ID,M,B,21,Harris,12990002,Violent,AGG ROBBERY DW,03/06/2020,06/21/2019,8 Years
01/14/2020,NR-Prob-Orig,SAFP,M,B,19,Grayson,13150005,Violent,AGG ASSAULT W/DEADLY WEAPON,,08/21/2017,SAFPF
12/09/2019,NR-Prob-Orig,SAFP,F,W,34,Lampasas,35990014,Drug,POSS CS PG 1 <1G,,05/28/2019,SAFPF
02/11/2020,New Rcv,ID,F,B,24,Harris,09990030,Violent,MURDER,01/22/2020,12/26/2016,41 to 59 Years
10/16/2019,New Rcv,ID,M,H,18,Hidalgo,23990198,Property,THEFT PROP $30K-$150K,09/25/2019,07/16/2019,2 Years & Less
10/30/2019,NR-Prob-New Offense,ID,F,H,31,Tarrant,54040032,Violent,INTOX ASLT W/VEH SBI,09/21/2015,11/09/2014,2 Years & Less
01/14/2020,New Rcv,SJ,M,W,34,Angelina,35990014,Drug,POSS C/S PG1<1G,12/19/2019,11/09/2014,11 to 12 Months
12/16/2019,NR-Prob-Orig,SAFP,F,W,29,Kaufman,38060001,Other,ABANDON ENDANGER CHILD IMMINENT,,07/07/2019,SAFPF
01/03/2020,New Rcv,ID,M,B,25,Harris,12990002,Violent,AGG ROBBERY DW,12/06/2019,04/14/2018,21 to 25 Years
07/22/2020,New Rcv,SJ,F,W,52,Gaines,35990014,Drug,POSS CS,05/06/2020,04/29/2018,9 to 10 Months
09/03/2019,NR-Prob-New Offense,ID,M,W,40,Brazoria,13990076,Violent,ASLT FAMILY VIOL CHOKING,10/19/2018,09/27/2017,4 Years
02/25/2020,NR-Prob-Tech Only,ID,F,W,38,Smith,23990010,Property,THEFT PROP $20K-$100K,01/22/2020,12/06/2013,8 Years
10/10/2019,NR-Prob Mod,SAFP,M,W,21,Bexar,35990014,Drug,POSS CS PG 1 <1G,,03/30/2017,SAFPF
07/02/2020,New Rcv,ID,M,B,24,Harris,12990002,Violent,AGG ROBBERY DW,03/10/2020,07/26/2019,10 Years
12/12/2019,NR-Prob-Tech Only,SJ,M,W,51,Harris,23990196,Property,THEFT<2500 2/MORE PREV CONV,12/05/2019,10/22/2018,6 to 7 Months
03/11/2020,New Rcv,ID,M,B,19,Harris,12990002,Violent,AGG ROBBERY DW,02/21/2020,05/16/2019,6 Years
11/26/2019,NR-Prob-Tech Only,ID,M,W,27,Jasper,35990002,Drug,MAN/DEL CONT SUB PG1 1-4G,08/19/2019,08/13/2017,11 to 15 Years
02/19/2020,NR-Prob Mod,SAFP,F,W,22,Tarrant,13990043,Violent,INJ CHILD/ELDERLY/DISABLED W/INT,,12/01/2017,SAFPF
10/10/2019,NR-Prob-New Offense,SJ,M,B,23,Smith,23990132,Property,THEFT FROM PERSON,09/16/2019,11/11/2014,11 to 12 Months
02/12/2020,New Rcv,SJ,F,W,25,Tarrant,24110003,Property,UUV,02/03/2020,01/24/2020,6 to 7 Months
09/06/2019,NR-Prob-Tech Only,SJ,M,W,22,Leon,22990001,Property,BURG BLDG,08/28/2019,11/13/2014,6 Months & Less
09/26/2019,Parole Rvk-New Offense,ID,M,B,22,Bexar,22990002,Property,BURG HABIT FORCE,06/07/2016,05/03/2015,5 Years
03/19/2020,New Rcv,SJ,M,B,22,Harris,23990132,Property,THEFT FROM PERSON,03/11/2020,02/15/2019,11 to 12 Months
04/02/2020,NR-Prob Mod,SAFP,M,W,47,El Paso,35990003,Drug,MAN DEL CS PG 1 >=4G<200G,,10/13/2017,SAFPF
03/13/2020,NR-Prob-Tech Only,ID,M,W,23,Midland,13150005,Violent,AGG ASLT W/DWPN,02/20/2020,11/13/2014,3 Years
03/25/2020,New Rcv,ID,M,H,20,Bell,12990001,Violent,ROBBERY,02/21/2020,11/10/2018,10 Years
08/07/2020,NR-Prob-Tech Only,ID,M,H,19,Hill,22990002,Property,BURG HABIT,03/23/2020,01/03/2019,11 to 15 Years
12/11/2019,NR-Prob-Orig,SAFP,M,W,33,Atascosa,35990014,Drug,POSS CS PG 1 <1G,,04/29/2019,SAFPF
03/13/2020,New Rcv,ID,M,B,18,Harris,12990002,Violent,AGG ROBBERY,03/12/2020,09/28/2016,6 Years
09/10/2019,New Rcv,SJ,F,W,28,Hardin,35990014,Drug,POSS CS PG1 LT 1G,08/28/2019,05/30/2018,17 to 18 Months
08/17/2020,New Rcv,SJ,M,W,23,Grayson,24110003,Property,UUMV,05/01/2020,01/07/2020,11 to 12 Months
01/03/2020,NR-Prob-Tech Only,ID,M,H,20,Tarrant,13990078,Violent,CONTINUOUS VIOLENCE AGAINST FAM,12/06/2019,07/09/2018,2 Years & Less
09/05/2019,NR-Prob-New Offense,ID,M,W,25,Tarrant,35990016,Drug,POSS CS 4-200G METH,08/09/2019,12/19/2018,2 Years & Less
02/12/2020,NR-Prob-New Offense,SJ,F,W,37,Donley,29990044,Property,CRIM MISCHIEF,01/21/2020,07/01/2019,17 to 18 Months
09/26/2019,NR-Prob-New Offense,SJ,M,H,20,Matagorda,35990014,Drug,POCS,09/11/2019,05/01/2018,6 Months & Less
03/23/2020,NR-Prob-New Offense,ID,M,B,22,Tarrant,35990020,Drug,POSS CS PSILOCYBIN 1-4G,02/07/2020,03/07/2018,2 Years & Less
01/15/2020,NR-Prob-New Offense,ID,M,H,20,Ellis,22990002,Property,BURG HABIT,12/02/2019,03/20/2018,2 Years & Less
02/05/2020,NR-Prob-Orig,SAFP,M,B,24,Falls,48010020,Other,EVADING ARREST DET W/VEH,,06/24/2019,SAFPF
11/13/2019,New Rcv,ID,M,H,20,Dallas,13150005,Violent,AGG ASLT W/DWPN,10/28/2019,05/20/2019,3 Years
01/03/2020,New Rcv,ID,M,H,21,El Paso,35990015,Drug,POSS CONT SUB PG1 1G-4G,10/16/2019,07/21/2017,2 Years & Less
09/03/2019,New Rcv,ID,M,B,22,Lubbock,35990003,Drug,POSS CONT SUB WID COCAINE 4-200G,08/08/2019,05/07/2019,11 to 15 Years
11/15/2019,Parole Rvk-New Offense,ID,M,B,23,Titus,48040003,Other,TAMPER W/PHYSICAL EVID,10/30/2017,10/12/2016,3 Years
02/06/2020,New Rcv,ID,M,H,18,Harris,22990002,Property,BURG HABIT,01/16/2020,05/02/2019,10 Years
12/06/2019,New Rcv,SJ,M,B,30,Tarrant,35990014,Drug,POSS C/S<1G; METH,11/11/2019,07/03/2019,11 to 12 Months
01/02/2020,NR-Prob Mod,SAFP,M,H,22,Dallas,12990002,Violent,AGG ROBBERY,,03/07/2017,SAFPF
09/11/2019,NR-Prob-New Offense,SJ,F,H,35,Taylor,35990014,Drug,POSS METH,07/19/2019,11/22/2014,15 to 16 Months
09/18/2019,New Rcv,ID,M,B,20,Jefferson,73991003,Other,ENG IN ORG CRIM ACT,08/19/2019,01/10/2019,4 Years
12/06/2019,New Rcv,ID,M,B,25,Williamson,48010020,Other,EVADING ARREST/DETN W/VEH,11/05/2019,05/08/2019,2 Years & Less
09/30/2019,NR-Prob Mod,SAFP,M,W,25,Matagorda,54040032,Violent,INTOXICATION ASSAULT W/VEHICLE S,,11/22/2014,SAFPF
11/01/2019,New Rcv,SJ,M,H,25,Dallas,35990014,Drug,POSS C/S PG1<1G; METH,10/11/2019,03/27/2019,6 to 7 Months
09/25/2019,NR-Prob-Tech Only,ID,M,B,20,Tarrant,11990001,Violent,SEX ASLT,09/05/2019,01/22/2018,5 Years
12/04/2019,NR-Prob-New Offense,ID,F,B,23,Walker,26050015,Property,CREDIT/DEBIT CARD ABUSE ELD,10/30/2019,02/09/2014,3 Years
10/08/2019,NR-Prob-Tech Only,ID,F,H,22,Cameron,35620012,Drug,POSS MARIHUANA,11/13/2017,08/08/2017,2 Years & Less
10/18/2019,New Rcv,ID,M,H,35,Comal,11990004,Violent,AGG SEX ASLT CHILD,09/20/2019,06/01/2011,7 Years
02/13/2020,New Rcv,SJ,F,H,31,Colorado,26050022,Property,FRAUD POSS/USE CREDIT/DEBIT CARD,01/27/2020,10/10/2019,7 to 8 Months
03/25/2020,NR-Prob-Tech Only,ID,M,W,32,McLennan,36990022,Other,ONLINE SOLICITATION MINOR,03/02/2020,11/25/2014,6 Years
11/05/2019,New Rcv,ID,F,W,30,Hale,22990001,Property,BURG BLDG,10/07/2019,02/23/2019,6 Years
03/05/2020,NR-Prob-New Offense,ID,M,H,27,Bexar,12990001,Violent,ROBBERY,02/11/2020,11/20/2014,6 Years
11/14/2019,New Rcv,SJ,M,W,23,Ellis,53990011,Other,INTERF W/EMERG CALL W/PRIOR CONV,06/06/2019,08/06/2018,11 to 12 Months
01/29/2020,New Rcv,ID,F,W,34,Potter,26040043,Property,FRAUD USE/POSS ID INFO 5-10,01/06/2020,05/22/2019,3 Years
03/13/2020,Parole Rvk-New Offense,ID,M,W,26,Burleson,35990016,Drug,POSS CS 4G-200G,04/30/2018,06/29/2017,4 Years
10/18/2019,New Rcv,ID,M,B,19,Titus,12990002,Violent,AGG ROBBERY,08/09/2019,08/31/2018,5 Years
10/01/2019,NR-Prob-New Offense,ID,F,A,19,Ector,13150005,Violent,AGG ASLT W/DW,08/02/2019,08/30/2018,10 Years
10/30/2019,NR-Prob-Tech Only,ID,M,H,22,Harris,22990002,Property,BURG HABIT WIC THEFT,10/14/2019,11/26/2014,2 Years & Less
12/18/2019,NR-Prob-New Offense,ID,M,H,22,Cameron,22990002,Property,BURG HABIT,10/18/2018,06/05/2018,4 Years
03/05/2020,NR-Prob-New Offense,ID,M,B,26,Collin,13990041,Violent,INJ CHILD/ELD/DIS W/INT SBI/MEN,01/31/2020,05/17/2015,6 Years
12/10/2019,New Rcv,ID,M,B,21,Harris,35990021,Drug,POSS CONT SUBS PG2 4-400G,11/21/2019,05/27/2018,5 Years
03/18/2020,NR-Prob-Tech Only,ID,M,H,21,Hidalgo,49990002,Other,ESCAPE WHILE ARRESTED/CONFINED,02/13/2020,06/14/2019,2 Years & Less
12/27/2019,New Rcv,ID,M,B,19,Tarrant,35990003,Drug,POSS WID CS 4-200G HEROIN,06/20/2019,02/16/2018,10 Years
09/05/2019,NR-Prob-New Offense,SJ,M,W,37,Ochiltree,35990014,Drug,POSS C/S,10/15/2015,11/29/2014,8 to 9 Months
11/08/2019,New Rcv,SJ,M,H,26,Montgomery,35990014,Drug,POSS CS,10/23/2019,09/07/2019,6 Months & Less
02/12/2020,New Rcv,SJ,M,H,22,Nueces,35990014,Drug,POSS CS PG1<1G,01/16/2020,09/01/2018,6 Months & Less
09/05/2019,NR-Prob-New Offense,ID,M,W,45,Grayson,73990677,Other,PROH SUB CORR FACIL,03/26/2015,11/30/2014,3 Years
03/09/2020,NR-Prob Mod,SAFP,M,H,24,Nueces,35990008,Drug,MAN DEL CS PG 2 OR 2-A>=4G<400G,,12/09/2015,SAFPF
03/05/2020,NR-Prob Mod,SAFP,M,W,43,Dallas,35990014,Drug,POSS CS PG 1 <1G,,08/29/2019,SAFPF
12/10/2019,New Rcv,ID,M,B,24,Dallas,35990002,Drug,MAN/DEL CONT SUBS PG1 1-4G,11/13/2019,03/21/2019,3 Years
02/05/2020,New Rcv,ID,M,H,30,Cameron,11990016,Violent,INDECENCY W/CHILD SEX CONTACT,12/03/2019,12/15/2017,8 Years
03/05/2020,New Rcv,ID,M,H,29,Collin,13990076,Violent,ASLT FAM/HSE MEM IMP BRTH/CIRC,01/27/2020,03/06/2019,2 Years & Less
10/22/2019,NR-Prob Mod,SAFP,F,W,25,Bexar,13990063,Violent,ASSAULT PUBLIC SERVANT,,09/09/2017,SAFPF
10/10/2019,NR-Parole-New Offense,SAFP,M,W,28,Matagorda,22990002,Property,BURG HABIT,03/03/2016,12/24/2015,SAFPF
11/20/2019,NR-Prob-New Offense,SJ,F,W,41,Potter,35990014,Drug,POSS C/S PG1 <1G,11/01/2019,08/08/2018,11 to 12 Months
01/29/2020,NR-Prob-New Offense,SJ,F,W,26,Taylor,35990014,Drug,POSS COCAINE,01/09/2020,01/28/2018,11 to 12 Months
03/13/2020,New Rcv,SJ,M,B,26,Brazoria,26050014,Property,CREDIT/DEBIT CARD ABUSE,01/29/2020,04/02/2019,10 to 11 Months
01/07/2020,New Rcv,ID,M,B,19,Galveston,12990002,Violent,AGG ROBBERY,06/28/2019,06/17/2018,5 Years
12/10/2019,New Rcv,ID,M,H,44,El Paso,35990004,Drug,MAN/DEL CONT SUB PG1 200-400G,10/11/2019,02/04/2019,11 to 15 Years
03/12/2020,NR-Prob Mod,SAFP,M,H,21,Victoria,35990015,Drug,POSS CS PG 1 >=1G<4G,,03/02/2019,SAFPF
08/13/2020,New Rcv,ID,M,B,32,Jasper,25890002,Property,FORGERY GOVT/NATL INST/MO/SEC,02/04/2020,08/02/2019,3 Years
